LABEL,WORD,CAP,NUM,LOC,PREF,PREP,SUFF
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,domestic,0,0,0,0,0,0
I-ACQBUS,carpet,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,upholstery,0,0,0,0,0,0
I-ACQBUS,cleaning,0,0,0,0,0,0
B-ACQLOC,Philadelphia,1,0,1,0,0,0
B-DLRAMT,24,0,1,0,0,0,0
I-DLRAMT,MLN,1,0,0,0,0,0
I-DLRAMT,DLRS,1,0,0,0,0,0
B-PURCHASER,Best,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,Northserv,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,Carling,1,0,0,0,0,0
I-ACQUIRED,O'Keefe,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-PURCHASER,Elders,1,0,0,0,0,0
I-PURCHASER,IXL,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-SELLER,Rothmans,1,0,0,0,0,0
I-SELLER,International,1,0,0,0,0,0
I-SELLER,Plc,1,0,0,0,0,0
B-STATUS,approved,0,0,0,0,0,0
B-ACQUIRED,Sun,1,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
B-SELLER,Glenmede,1,0,0,0,0,0
I-SELLER,Trust,1,0,0,0,0,0
I-SELLER,Co,1,0,0,0,0,1
B-STATUS,plans,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,a,0,0,0,0,0,0
I-ACQUIRED,privately-held,0,0,0,0,0,0
I-ACQUIRED,company,0,0,0,0,0,0
B-PURCHASER,Molecular,1,0,0,0,0,0
I-PURCHASER,Genetics,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,preliminary,0,0,0,0,0,0
I-STATUS,discussions,0,0,0,0,0,0
B-ACQUIRED,Allegheny,1,0,0,0,0,0
I-ACQUIRED,International,1,0,0,0,0,0
B-PURCHASER,An,1,0,0,0,0,0
I-PURCHASER,investor,0,0,0,0,0,0
I-PURCHASER,group,0,0,0,0,0,0
I-PURCHASER,led,0,0,0,0,0,0
I-PURCHASER,by,0,0,0,0,1,0
I-PURCHASER,New,1,0,0,0,0,0
I-PURCHASER,York,1,0,0,0,0,0
I-PURCHASER,money,0,0,0,0,0,0
I-PURCHASER,manager,0,0,0,0,0,0
I-PURCHASER,Mario,1,0,0,0,0,0
I-PURCHASER,Gabelli,1,0,0,0,0,0
B-STATUS,raised,0,0,0,0,0,0
I-STATUS,its,0,0,0,0,0,0
I-STATUS,stake,0,0,0,0,0,0
B-ACQUIRED,CTS,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-PURCHASER,Dynamics,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
I-PURCHASER,of,0,0,0,0,1,0
I-PURCHASER,America,1,0,0,0,0,0
B-STATUS,reached,0,0,0,0,0,0
I-STATUS,an,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,Northern,1,0,0,0,0,0
I-ACQUIRED,Engineering,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Testing,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQLOC,northwestern,0,0,1,0,0,0
I-ACQLOC,United,1,0,1,0,0,0
I-ACQLOC,States,1,0,1,0,0,0
B-PURCHASER,Huntingdon,1,0,0,0,0,0
I-PURCHASER,International,1,0,0,0,0,0
I-PURCHASER,Holdings,1,0,0,0,0,0
I-PURCHASER,plc,0,0,0,0,0,0
B-ACQUIRED,Kurt,1,0,0,0,0,0
I-ACQUIRED,A.,1,0,0,0,0,0
I-ACQUIRED,Becher,1,0,0,0,0,0
I-ACQUIRED,GmbH,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
I-ACQUIRED,KG,1,0,0,0,0,0
B-ACQBUS,feedstuff,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,grain,0,0,0,0,0,0
B-ACQLOC,West,1,0,1,0,0,0
I-ACQLOC,Germany,1,0,1,0,0,0
B-PURCHASER,ConAgra,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-ACQUIRED,North,1,0,0,0,0,0
I-ACQUIRED,Sea,1,0,0,0,0,0
I-ACQUIRED,blocks,0,0,0,0,0,0
B-PURCHASER,Midland,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Scottish,1,0,0,0,0,0
I-PURCHASER,Resources,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-SELLER,Chevron,1,0,0,0,0,0
I-SELLER,Petroleum,1,0,0,0,0,0
I-SELLER,(U.K.),0,0,0,0,0,0
I-SELLER,Ltd,1,0,0,0,0,1
B-ACQUIRED,Nutone,1,0,0,0,0,0
B-ACQUIRED,Yale,1,0,0,0,0,0
B-ACQBUS,built-in,0,0,0,0,0,0
I-ACQBUS,electric,0,0,0,0,0,0
I-ACQBUS,products,0,0,0,0,0,0
I-ACQBUS,for,0,0,0,0,1,0
I-ACQBUS,the,0,0,0,0,0,0
I-ACQBUS,housing,0,0,0,0,0,0
I-ACQBUS,market,0,0,0,0,0,0
B-ACQBUS,door,0,0,0,0,0,0
I-ACQBUS,locks,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,electronic,0,0,0,0,0,0
I-ACQBUS,security,0,0,0,0,0,0
I-ACQBUS,products,0,0,0,0,0,0
B-DLRAMT,400,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Valor,1,0,0,0,0,0
I-PURCHASER,PLC,1,0,0,0,0,0
B-SELLER,First,1,0,0,0,0,0
I-SELLER,City,1,0,0,0,0,0
I-SELLER,Industries,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,definitive,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,Society,1,0,0,0,0,0
I-ACQUIRED,for,0,0,0,0,1,0
I-ACQUIRED,Savings,1,0,0,0,0,0
I-ACQUIRED,Bancorp,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQLOC,Conneticut,1,0,1,0,0,0
B-PURCHASER,Delaware-chartered,1,0,0,0,0,0
I-PURCHASER,bank,0,0,0,0,0,0
I-PURCHASER,holding,0,0,0,0,0,0
I-PURCHASER,company,0,0,0,0,0,0
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Pizza,1,0,0,0,0,0
I-ACQUIRED,Inn,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,1.75,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Saul,1,0,0,0,0,0
I-PURCHASER,Steinberg,1,0,0,0,0,0
B-STATUS,acquired,0,0,0,0,0,0
B-ACQUIRED,Piezo,1,0,0,0,0,0
I-ACQUIRED,Electric,1,0,0,0,0,0
I-ACQUIRED,Products,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,Corporate,1,0,0,0,0,0
I-PURCHASER,Life,1,0,0,0,0,0
I-PURCHASER,Insurance,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-STATUS,acquired,0,0,0,0,0,0
B-ACQUIRED,Video,1,0,0,0,0,0
I-ACQUIRED,Monitors,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,video,0,0,0,0,0,0
I-ACQBUS,display,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,video,0,0,0,0,0,0
I-ACQBUS,monitor,0,0,0,0,0,0
I-ACQBUS,devices,0,0,0,0,0,0
B-ACQLOC,Wisconsin,1,0,1,0,0,0
B-DLRAMT,3.92,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Dotronix,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,BresLube,1,0,0,0,0,0
I-ACQUIRED,Enterprises,1,0,0,0,0,0
B-ACQBUS,collects,0,0,0,0,0,0
I-ACQBUS,used,0,0,0,0,0,0
I-ACQBUS,lubricating,0,0,0,0,0,0
I-ACQBUS,oils,0,0,0,0,0,0
B-ACQLOC,Toronto,1,0,1,0,0,0
B-DLRAMT,12,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Safety-Kleen,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,USAir,1,0,0,0,0,0
I-ACQUIRED,Group,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,Trans,1,0,0,0,0,0
I-PURCHASER,World,1,0,0,0,0,0
I-PURCHASER,Airlines,1,0,0,0,0,0
B-STATUS,offer,0,0,0,0,0,0
B-ACQUIRED,Alliance,1,0,0,0,0,0
I-ACQUIRED,Semiconductor,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQLOC,Santa,1,0,1,0,0,0
I-ACQLOC,"Clara,",1,0,1,0,0,0
I-ACQLOC,Calif,1,0,1,0,0,0
B-PURCHASER,Piosec,1,0,0,0,0,0
I-PURCHASER,Technology,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-ACQUIRED,Link,1,0,0,0,0,0
I-ACQUIRED,Technologies,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,computer,0,0,0,0,0,0
I-ACQBUS,terminals,0,0,0,0,0,0
B-PURCHASER,Wyse,1,0,0,0,0,0
I-PURCHASER,Technology,1,0,0,0,0,0
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,Burlington,1,0,0,0,0,0
I-ACQUIRED,Industries,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-SELLER,Asher,1,0,0,0,0,0
I-SELLER,Edelman,1,0,0,0,0,0
B-SELLER,Dominion,1,0,0,0,0,0
I-SELLER,Textile,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-SELLER,Samjens,1,0,0,0,0,0
I-SELLER,Acqusition,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,lowered,0,0,0,0,0,0
I-STATUS,their,0,0,0,0,0,0
I-STATUS,stake,0,0,0,0,0,0
B-ACQUIRED,North,1,0,0,0,0,0
I-ACQUIRED,Port,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
B-ACQUIRED,City,1,0,0,0,0,0
I-ACQUIRED,Commerical,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
B-ACQBUS,banks,0,0,0,0,0,0
B-ACQLOC,North,1,0,1,0,0,0
I-ACQLOC,Port,1,0,1,0,0,0
B-ACQLOC,Sarasota,1,0,1,0,0,0
B-PURCHASER,First,1,0,0,0,0,0
I-PURCHASER,Union,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Monier,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-ACQBUS,building,0,0,0,0,0,0
I-ACQBUS,products,0,0,0,0,0,0
B-PURCHASER,Equiticorp,1,0,0,0,0,0
I-PURCHASER,Tasman,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-STATUS,will,0,0,0,0,0,0
I-STATUS,offer,0,0,0,0,0,0
B-ACQUIRED,Europeesche,1,0,0,0,0,0
I-ACQUIRED,Verzekering,1,0,0,0,0,0
I-ACQUIRED,Maatschappij,1,0,0,0,0,0
I-ACQUIRED,N.V.,1,0,0,0,0,0
B-ACQBUS,travel,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,recreation,0,0,0,0,0,0
I-ACQBUS,insurance,0,0,0,0,0,0
B-ACQLOC,Swiss,1,0,1,0,0,0
B-PURCHASER,Stad,1,0,0,0,0,0
I-PURCHASER,Rotterdam,1,0,0,0,0,0
I-PURCHASER,Anno,1,0,0,0,0,0
I-PURCHASER,1720,0,1,0,0,0,0
I-PURCHASER,N.V.,1,0,0,0,0,0
B-ACQUIRED,Total,1,0,0,0,0,0
I-ACQUIRED,Exploration,1,0,0,0,0,0
I-ACQUIRED,Australia,1,0,0,0,0,0
I-ACQUIRED,Pty,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-PURCHASER,Santos,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-SELLER,Total,1,0,0,0,0,0
I-SELLER,Holdings,1,0,0,0,0,0
I-SELLER,(Australia),0,0,0,0,0,0
I-SELLER,Pty,1,0,0,0,0,0
I-SELLER,Ltd,1,0,0,0,0,1
B-ACQUIRED,Automatic,1,0,0,0,0,0
I-ACQUIRED,Toll,1,0,0,0,0,0
I-ACQUIRED,Systems,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,26,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Cubic,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-SELLER,BASIX,1,0,0,0,0,0
I-SELLER,CORP,1,0,0,0,0,0
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,water,0,0,0,0,0,0
I-ACQUIRED,properties,0,0,0,0,0,0
B-ACQLOC,Kansas,1,0,1,0,0,0
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,disclosed,0,0,0,0,0,0
B-PURCHASER,Central,1,0,0,0,0,0
I-PURCHASER,Kansas,1,0,0,0,0,0
I-PURCHASER,Utility,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,Centel,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Virginia,1,0,0,0,0,0
I-ACQUIRED,Federal,1,0,0,0,0,0
I-ACQUIRED,Savings,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Loan,1,0,0,0,0,0
I-ACQUIRED,Association,1,0,0,0,0,0
B-ACQBUS,mortgage,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,lending,0,0,0,0,0,0
I-ACQBUS,services,0,0,0,0,0,0
B-ACQLOC,Virginia,1,0,1,0,0,0
B-DLRAMT,20,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Montrose,1,0,0,0,0,0
I-PURCHASER,Holding,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-STATUS,definitive,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,Clayton,1,0,0,0,0,0
I-ACQUIRED,steel,0,0,0,0,0,0
I-ACQUIRED,plate,0,0,0,0,0,0
I-ACQUIRED,mill,0,0,0,0,0,0
B-DLRAMT,eight,0,0,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-SELLER,Phoenix,1,0,0,0,0,0
I-SELLER,Steel,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,offered,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,buy,0,0,0,0,0,0
B-ACQUIRED,First,1,0,0,0,0,0
I-ACQUIRED,National,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
I-ACQUIRED,of,0,0,0,0,1,0
I-ACQUIRED,"Bloomington,",1,0,0,0,0,0
I-ACQUIRED,Ind,1,0,0,0,0,0
B-ACQLOC,INDIANA,1,0,1,0,0,0
B-PURCHASER,Banc,1,0,0,0,0,0
I-PURCHASER,One,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,coffee,0,0,0,0,0,0
I-ACQUIRED,roasting,0,0,0,0,0,0
I-ACQUIRED,plant,0,0,0,0,0,0
B-ACQBUS,coffee,0,0,0,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Superior,1,0,0,0,0,0
I-PURCHASER,Coffee,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Foods,1,0,0,0,0,0
B-SELLER,Stewart,1,0,0,0,0,0
I-SELLER,Sandwiches,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-ACQUIRED,Thomas,1,0,0,0,0,0
I-ACQUIRED,Nationwide,1,0,0,0,0,0
I-ACQUIRED,Computer,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,new,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,used,0,0,0,0,0,0
I-ACQBUS,International,1,0,0,0,0,0
I-ACQBUS,Business,1,0,0,0,0,0
I-ACQBUS,Machines,1,0,0,0,0,0
I-ACQBUS,Corp,1,0,0,0,0,1
I-ACQBUS,equipment,0,0,0,0,0,0
B-PURCHASER,PACIFICORP,1,0,0,0,0,0
B-ACQUIRED,Pay,1,0,0,0,0,0
I-ACQUIRED,'N,0,0,0,0,0,0
I-ACQUIRED,Pak,1,0,0,0,0,0
I-ACQUIRED,Stores,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,a,0,0,0,0,0,0
I-PURCHASER,leveraged,0,0,0,0,0,0
I-PURCHASER,buyout,0,0,0,0,0,0
I-PURCHASER,firm,0,0,0,0,0,0
B-STATUS,revision,0,0,0,0,0,0
B-ACQUIRED,Rexnord,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,Banner,1,0,0,0,0,0
I-PURCHASER,Industries,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-ACQUIRED,Air,1,0,0,0,0,0
I-ACQUIRED,New,1,0,0,0,0,0
I-ACQUIRED,Zealand,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-PURCHASER,the,0,0,0,0,0,0
I-PURCHASER,public,0,0,0,0,0,0
B-SELLER,New,1,0,0,0,0,0
I-SELLER,Zealand,1,0,0,0,0,0
I-SELLER,Government,1,0,0,0,0,0
B-ACQUIRED,S.And,1,0,0,0,0,0
I-ACQUIRED,W.,1,0,0,0,0,0
I-ACQUIRED,Berisford,1,0,0,0,0,0
I-ACQUIRED,Plc,1,0,0,0,0,0
B-ACQBUS,"commodities,",0,0,0,0,0,0
I-ACQBUS,"property,",0,0,0,0,0,0
I-ACQBUS,financial,0,0,0,0,0,0
I-ACQBUS,services,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,food,0,0,0,0,0,0
B-STATUS,making,0,0,0,0,0,0
I-STATUS,every,0,0,0,0,0,0
I-STATUS,possible,0,0,0,0,0,0
I-STATUS,effort,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,remain,0,0,0,0,0,0
I-STATUS,independent,0,0,0,0,0,0
B-ACQUIRED,Piedmont,1,0,0,0,0,0
I-ACQUIRED,Aviation,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,USAir,1,0,0,0,0,0
I-PURCHASER,Group,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,proposed,0,0,0,0,0,0
B-ACQUIRED,Dey,1,0,0,0,0,0
I-ACQUIRED,Brothers,1,0,0,0,0,0
I-ACQUIRED,Stores,1,0,0,0,0,0
B-ACQLOC,"Syracuse,",1,0,1,0,0,0
I-ACQLOC,N.Y.,1,0,1,0,0,0
B-PURCHASER,May,1,0,0,0,0,0
I-PURCHASER,Department,1,0,0,0,0,0
I-PURCHASER,Stores,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,Allied,1,0,0,0,0,0
I-SELLER,Stores,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,terminated,0,0,0,0,0,0
I-STATUS,an,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,Balzec,1,0,0,0,0,0
I-ACQUIRED,Investments,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,battery,0,0,0,0,0,0
I-ACQBUS,charger,0,0,0,0,0,0
I-ACQBUS,product,0,0,0,0,0,0
B-ACQLOC,Dallas,1,0,1,0,0,0
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,disclose,0,0,0,0,0,0
B-PURCHASER,Magellan,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,approved,0,0,0,0,0,0
B-ACQUIRED,CBC,1,0,0,0,0,0
I-ACQUIRED,Bancorp,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,disclosed,0,0,0,0,0,0
B-PURCHASER,Union,1,0,0,0,0,0
I-PURCHASER,Planters,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,will,0,0,0,0,0,0
I-STATUS,be,0,0,0,0,0,0
I-STATUS,acquired,0,0,0,0,0,0
B-ACQUIRED,Chemetron,1,0,0,0,0,0
I-ACQUIRED,Railway,1,0,0,0,0,0
I-ACQUIRED,Products,1,0,0,0,0,0
B-ACQUIRED,True,1,0,0,0,0,0
I-ACQUIRED,Temper,1,0,0,0,0,0
I-ACQUIRED,Railway,1,0,0,0,0,0
I-ACQUIRED,Appliances,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQUIRED,Allegheny,1,0,0,0,0,0
I-ACQUIRED,Axle,1,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,disclosed,0,0,0,0,0,0
B-PURCHASER,Chemetron,1,0,0,0,0,0
I-PURCHASER,Railway,1,0,0,0,0,0
I-PURCHASER,Products,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,Allegheny,1,0,0,0,0,0
I-SELLER,International,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,sold,0,0,0,0,0,0
B-ACQUIRED,Cetus,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-PURCHASER,Squibb,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,not,0,0,0,0,0,0
I-STATUS,interested,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,buying,0,0,0,0,0,0
B-ACQUIRED,Zoran,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,large,0,0,0,0,0,0
I-ACQBUS,scale,0,0,0,0,0,0
I-ACQBUS,integrated,0,0,0,0,0,0
I-ACQBUS,circuits,0,0,0,0,0,0
B-ACQLOC,California,1,0,1,0,0,0
B-DLRAMT,1.5,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Mitsui,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
I-PURCHASER,Ltd,1,0,0,0,0,1
B-ACQUIRED,Commercial,1,0,0,0,0,0
I-ACQUIRED,Resources,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
I-ACQUIRED,in,0,0,0,0,1,0
B-PURCHASER,MTech,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-ACQUIRED,Chaparral,1,0,0,0,0,0
I-ACQUIRED,Airlines,1,0,0,0,0,0
I-ACQUIRED,inc,0,0,0,0,0,0
B-ACQLOC,Dallas/Fort,1,0,1,0,0,0
I-ACQLOC,Worth,1,0,1,0,0,0
B-DLRAMT,"5,700,000",0,1,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Metro,1,0,0,0,0,0
I-PURCHASER,Airlines,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,RB,1,0,0,0,0,0
I-ACQUIRED,Industries,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-SELLER,Jeffrey,1,0,0,0,0,0
I-SELLER,Neuman,1,0,0,0,0,0
B-STATUS,sold,0,0,0,0,0,0
B-ACQUIRED,Energy,1,0,0,0,0,0
I-ACQUIRED,Factors,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,100,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Sithe-Energies,1,0,0,0,0,0
I-PURCHASER,LP,1,0,0,0,0,0
B-STATUS,signed,0,0,0,0,0,0
I-STATUS,an,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,VR,1,0,0,0,0,0
I-ACQUIRED,Business,1,0,0,0,0,0
I-ACQUIRED,Brokers,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,VR,1,0,0,0,0,0
I-PURCHASER,Acquisition,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,closed,0,0,0,0,0,0
I-STATUS,the,0,0,0,0,0,0
I-STATUS,sale,0,0,0,0,0,0
B-ACQUIRED,Silicon,1,0,0,0,0,0
I-ACQUIRED,Systems,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-SELLER,A,1,0,0,0,0,0
I-SELLER,group,0,0,0,0,0,0
I-SELLER,of,0,0,0,0,1,0
I-SELLER,Boston,1,0,0,0,0,0
I-SELLER,investors,0,0,0,0,0,0
I-SELLER,and,0,0,0,0,0,0
I-SELLER,investment,0,0,0,0,0,0
I-SELLER,partnerships,0,0,0,0,0,0
B-STATUS,sold,0,0,0,0,0,0
B-ACQUIRED,Anderson,1,0,0,0,0,0
I-ACQUIRED,Clayton,1,0,0,0,0,0
I-ACQUIRED,Foods,1,0,0,0,0,0
I-ACQUIRED,Division,1,0,0,0,0,0
